time	charge	power
775	-nan(ind)	-nan(ind)
776	-nan(ind)	-nan(ind)
777	-nan(ind)	-nan(ind)
778	-nan(ind)	-nan(ind)
779	-nan(ind)	-nan(ind)
780	-nan(ind)	-nan(ind)
781	-nan(ind)	-nan(ind)
782	-nan(ind)	-nan(ind)
783	-nan(ind)	-nan(ind)
784	-nan(ind)	-nan(ind)
785	-nan(ind)	-nan(ind)
786	-nan(ind)	-nan(ind)
787	-nan(ind)	-nan(ind)
788	-nan(ind)	-nan(ind)
789	-nan(ind)	-nan(ind)
790	-nan(ind)	-nan(ind)
791	-nan(ind)	-nan(ind)
792	-nan(ind)	-nan(ind)
793	-nan(ind)	-nan(ind)
794	-nan(ind)	-nan(ind)
795	-nan(ind)	-nan(ind)
796	-nan(ind)	-nan(ind)
797	-nan(ind)	-nan(ind)
798	-nan(ind)	-nan(ind)
799	-nan(ind)	-nan(ind)
800	-nan(ind)	-nan(ind)
801	-nan(ind)	-nan(ind)
802	-nan(ind)	-nan(ind)
803	-nan(ind)	-nan(ind)
804	-nan(ind)	-nan(ind)
805	-nan(ind)	-nan(ind)
806	-nan(ind)	-nan(ind)
807	-nan(ind)	-nan(ind)
808	-nan(ind)	-nan(ind)
809	-nan(ind)	-nan(ind)
810	-nan(ind)	-nan(ind)
811	-nan(ind)	-nan(ind)
812	-nan(ind)	-nan(ind)
813	-nan(ind)	-nan(ind)
814	-nan(ind)	-nan(ind)
815	-nan(ind)	-nan(ind)
816	-nan(ind)	-nan(ind)
817	-nan(ind)	-nan(ind)
818	-nan(ind)	-nan(ind)
819	-nan(ind)	-nan(ind)
820	-nan(ind)	-nan(ind)
821	-nan(ind)	-nan(ind)
822	-nan(ind)	-nan(ind)
823	-nan(ind)	-nan(ind)
824	-nan(ind)	-nan(ind)
825	-nan(ind)	-nan(ind)
826	-nan(ind)	-nan(ind)
827	-nan(ind)	-nan(ind)
828	-nan(ind)	-nan(ind)
829	-nan(ind)	-nan(ind)
830	-nan(ind)	-nan(ind)
831	-nan(ind)	-nan(ind)
832	-nan(ind)	-nan(ind)
833	-nan(ind)	-nan(ind)
834	-nan(ind)	-nan(ind)
835	-nan(ind)	-nan(ind)
836	-nan(ind)	-nan(ind)
837	-nan(ind)	-nan(ind)
838	-nan(ind)	-nan(ind)
839	-nan(ind)	-nan(ind)
840	-nan(ind)	-nan(ind)
841	-nan(ind)	-nan(ind)
842	-nan(ind)	-nan(ind)
843	-nan(ind)	-nan(ind)
844	-nan(ind)	-nan(ind)
845	-nan(ind)	-nan(ind)
846	-nan(ind)	-nan(ind)
847	-nan(ind)	-nan(ind)
848	-nan(ind)	-nan(ind)
849	-nan(ind)	-nan(ind)
850	-nan(ind)	-nan(ind)
851	-nan(ind)	-nan(ind)
852	-nan(ind)	-nan(ind)
853	-nan(ind)	-nan(ind)
854	-nan(ind)	-nan(ind)
855	-nan(ind)	-nan(ind)
856	-nan(ind)	-nan(ind)
857	-nan(ind)	-nan(ind)
858	-nan(ind)	-nan(ind)
859	-nan(ind)	-nan(ind)
860	-nan(ind)	-nan(ind)
861	-nan(ind)	-nan(ind)
862	-nan(ind)	-nan(ind)
863	-nan(ind)	-nan(ind)
864	-nan(ind)	-nan(ind)
865	-nan(ind)	-nan(ind)
866	-nan(ind)	-nan(ind)
867	-nan(ind)	-nan(ind)
868	-nan(ind)	-nan(ind)
869	-nan(ind)	-nan(ind)
870	-nan(ind)	-nan(ind)
871	-nan(ind)	-nan(ind)
872	-nan(ind)	-nan(ind)
873	-nan(ind)	-nan(ind)
874	-nan(ind)	-nan(ind)
875	-nan(ind)	-nan(ind)
876	-nan(ind)	-nan(ind)
877	-nan(ind)	-nan(ind)
878	-nan(ind)	-nan(ind)
879	-nan(ind)	-nan(ind)
880	-nan(ind)	-nan(ind)
881	-nan(ind)	-nan(ind)
882	-nan(ind)	-nan(ind)
883	-nan(ind)	-nan(ind)
884	-nan(ind)	-nan(ind)
885	-nan(ind)	-nan(ind)
886	-nan(ind)	-nan(ind)
887	-nan(ind)	-nan(ind)
888	-nan(ind)	-nan(ind)
889	-nan(ind)	-nan(ind)
890	-nan(ind)	-nan(ind)
891	-nan(ind)	-nan(ind)
892	-nan(ind)	-nan(ind)
893	-nan(ind)	-nan(ind)
894	-nan(ind)	-nan(ind)
895	-nan(ind)	-nan(ind)
896	-nan(ind)	-nan(ind)
897	-nan(ind)	-nan(ind)
898	-nan(ind)	-nan(ind)
899	-nan(ind)	-nan(ind)
900	-nan(ind)	-nan(ind)
901	-nan(ind)	-nan(ind)
902	-nan(ind)	-nan(ind)
903	-nan(ind)	-nan(ind)
904	-nan(ind)	-nan(ind)
905	-nan(ind)	-nan(ind)
906	-nan(ind)	-nan(ind)
907	-nan(ind)	-nan(ind)
908	-nan(ind)	-nan(ind)
909	-nan(ind)	-nan(ind)
910	-nan(ind)	-nan(ind)
911	-nan(ind)	-nan(ind)
912	-nan(ind)	-nan(ind)
913	-nan(ind)	-nan(ind)
914	-nan(ind)	-nan(ind)
915	-nan(ind)	-nan(ind)
916	-nan(ind)	-nan(ind)
917	-nan(ind)	-nan(ind)
918	-nan(ind)	-nan(ind)
919	-nan(ind)	-nan(ind)
920	-nan(ind)	-nan(ind)
921	-nan(ind)	-nan(ind)
922	-nan(ind)	-nan(ind)
923	-nan(ind)	-nan(ind)
924	-nan(ind)	-nan(ind)
925	-nan(ind)	-nan(ind)
926	-nan(ind)	-nan(ind)
927	-nan(ind)	-nan(ind)
928	-nan(ind)	-nan(ind)
929	-nan(ind)	-nan(ind)
930	-nan(ind)	-nan(ind)
931	-nan(ind)	-nan(ind)
932	-nan(ind)	-nan(ind)
933	-nan(ind)	-nan(ind)
934	-nan(ind)	-nan(ind)
935	-nan(ind)	-nan(ind)
936	-nan(ind)	-nan(ind)
937	-nan(ind)	-nan(ind)
938	-nan(ind)	-nan(ind)
939	-nan(ind)	-nan(ind)
940	-nan(ind)	-nan(ind)
941	-nan(ind)	-nan(ind)
942	-nan(ind)	-nan(ind)
943	-nan(ind)	-nan(ind)
944	-nan(ind)	-nan(ind)
945	-nan(ind)	-nan(ind)
946	-nan(ind)	-nan(ind)
947	-nan(ind)	-nan(ind)
948	-nan(ind)	-nan(ind)
949	-nan(ind)	-nan(ind)
950	-nan(ind)	-nan(ind)
951	-nan(ind)	-nan(ind)
952	-nan(ind)	-nan(ind)
953	-nan(ind)	-nan(ind)
954	-nan(ind)	-nan(ind)
955	-nan(ind)	-nan(ind)
956	-nan(ind)	-nan(ind)
957	-nan(ind)	-nan(ind)
958	-nan(ind)	-nan(ind)
959	-nan(ind)	-nan(ind)
960	-nan(ind)	-nan(ind)
961	-nan(ind)	-nan(ind)
962	-nan(ind)	-nan(ind)
963	-nan(ind)	-nan(ind)
964	-nan(ind)	-nan(ind)
965	-nan(ind)	-nan(ind)
966	-nan(ind)	-nan(ind)
967	-nan(ind)	-nan(ind)
968	-nan(ind)	-nan(ind)
969	-nan(ind)	-nan(ind)
970	-nan(ind)	-nan(ind)
971	-nan(ind)	-nan(ind)
972	-nan(ind)	-nan(ind)
973	-nan(ind)	-nan(ind)
974	-nan(ind)	-nan(ind)
975	-nan(ind)	-nan(ind)
976	-nan(ind)	-nan(ind)
977	-nan(ind)	-nan(ind)
978	-nan(ind)	-nan(ind)
979	-nan(ind)	-nan(ind)
980	-nan(ind)	-nan(ind)
981	-nan(ind)	-nan(ind)
982	-nan(ind)	-nan(ind)
983	-nan(ind)	-nan(ind)
984	-nan(ind)	-nan(ind)
985	-nan(ind)	-nan(ind)
986	-nan(ind)	-nan(ind)
987	-nan(ind)	-nan(ind)
988	-nan(ind)	-nan(ind)
989	-nan(ind)	-nan(ind)
990	-nan(ind)	-nan(ind)
991	-nan(ind)	-nan(ind)
992	-nan(ind)	-nan(ind)
993	-nan(ind)	-nan(ind)
994	-nan(ind)	-nan(ind)
995	-nan(ind)	-nan(ind)
996	-nan(ind)	-nan(ind)
997	-nan(ind)	-nan(ind)
998	-nan(ind)	-nan(ind)
999	-nan(ind)	-nan(ind)
1000	-nan(ind)	-nan(ind)
1001	-nan(ind)	-nan(ind)
1002	-nan(ind)	-nan(ind)
1003	-nan(ind)	-nan(ind)
1004	-nan(ind)	-nan(ind)
1005	-nan(ind)	-nan(ind)
1006	-nan(ind)	-nan(ind)
1007	-nan(ind)	-nan(ind)
1008	-nan(ind)	-nan(ind)
1009	-nan(ind)	-nan(ind)
1010	-nan(ind)	-nan(ind)
1011	-nan(ind)	-nan(ind)
1012	-nan(ind)	-nan(ind)
1013	-nan(ind)	-nan(ind)
1014	-nan(ind)	-nan(ind)
1015	-nan(ind)	-nan(ind)
1016	-nan(ind)	-nan(ind)
1017	-nan(ind)	-nan(ind)
1018	-nan(ind)	-nan(ind)
1019	-nan(ind)	-nan(ind)
1020	-nan(ind)	-nan(ind)
1021	-nan(ind)	-nan(ind)
1022	-nan(ind)	-nan(ind)
1023	-nan(ind)	-nan(ind)
1024	-nan(ind)	-nan(ind)
1025	-nan(ind)	-nan(ind)
1026	-nan(ind)	-nan(ind)
1027	-nan(ind)	-nan(ind)
1028	-nan(ind)	-nan(ind)
1029	-nan(ind)	-nan(ind)
1030	-nan(ind)	-nan(ind)
1031	-nan(ind)	-nan(ind)
1032	-nan(ind)	-nan(ind)
1033	-nan(ind)	-nan(ind)
1034	-nan(ind)	-nan(ind)
1035	-nan(ind)	-nan(ind)
1036	-nan(ind)	-nan(ind)
1037	-nan(ind)	-nan(ind)
1038	-nan(ind)	-nan(ind)
1039	-nan(ind)	-nan(ind)
1040	-nan(ind)	-nan(ind)
1041	-nan(ind)	-nan(ind)
1042	-nan(ind)	-nan(ind)
1043	-nan(ind)	-nan(ind)
1044	-nan(ind)	-nan(ind)
1045	-nan(ind)	-nan(ind)
1046	-nan(ind)	-nan(ind)
1047	-nan(ind)	-nan(ind)
1048	-nan(ind)	-nan(ind)
1049	-nan(ind)	-nan(ind)
1050	-nan(ind)	-nan(ind)
1051	-nan(ind)	-nan(ind)
1052	-nan(ind)	-nan(ind)
1053	-nan(ind)	-nan(ind)
1054	-nan(ind)	-nan(ind)
1055	-nan(ind)	-nan(ind)
1056	-nan(ind)	-nan(ind)
1057	-nan(ind)	-nan(ind)
1058	-nan(ind)	-nan(ind)
1059	-nan(ind)	-nan(ind)
1060	-nan(ind)	-nan(ind)
1061	-nan(ind)	-nan(ind)
1062	-nan(ind)	-nan(ind)
1063	-nan(ind)	-nan(ind)
1064	-nan(ind)	-nan(ind)
1065	-nan(ind)	-nan(ind)
1066	-nan(ind)	-nan(ind)
1067	-nan(ind)	-nan(ind)
1068	-nan(ind)	-nan(ind)
1069	-nan(ind)	-nan(ind)
1070	-nan(ind)	-nan(ind)
1071	-nan(ind)	-nan(ind)
1072	-nan(ind)	-nan(ind)
1073	-nan(ind)	-nan(ind)
1074	-nan(ind)	-nan(ind)
1075	-nan(ind)	-nan(ind)
1076	-nan(ind)	-nan(ind)
1077	-nan(ind)	-nan(ind)
1078	-nan(ind)	-nan(ind)
1079	-nan(ind)	-nan(ind)
1080	-nan(ind)	-nan(ind)
1081	-nan(ind)	-nan(ind)
1082	-nan(ind)	-nan(ind)
1083	-nan(ind)	-nan(ind)
1084	-nan(ind)	-nan(ind)
1085	-nan(ind)	-nan(ind)
1086	-nan(ind)	-nan(ind)
1087	-nan(ind)	-nan(ind)
1088	-nan(ind)	-nan(ind)
1089	-nan(ind)	-nan(ind)
1090	-nan(ind)	-nan(ind)
1091	-nan(ind)	-nan(ind)
1092	-nan(ind)	-nan(ind)
1093	-nan(ind)	-nan(ind)
1094	-nan(ind)	-nan(ind)
1095	-nan(ind)	-nan(ind)
1096	-nan(ind)	-nan(ind)
1097	-nan(ind)	-nan(ind)
1098	-nan(ind)	-nan(ind)
1099	-nan(ind)	-nan(ind)
1100	-nan(ind)	-nan(ind)
1101	-nan(ind)	-nan(ind)
1102	-nan(ind)	-nan(ind)
1103	-nan(ind)	-nan(ind)
1104	-nan(ind)	-nan(ind)
1105	-nan(ind)	-nan(ind)
1106	-nan(ind)	-nan(ind)
1107	-nan(ind)	-nan(ind)
1108	-nan(ind)	-nan(ind)
1109	-nan(ind)	-nan(ind)
1110	-nan(ind)	-nan(ind)
1111	-nan(ind)	-nan(ind)
1112	-nan(ind)	-nan(ind)
1113	-nan(ind)	-nan(ind)
1114	-nan(ind)	-nan(ind)
1115	-nan(ind)	-nan(ind)
1116	-nan(ind)	-nan(ind)
1117	-nan(ind)	-nan(ind)
1118	-nan(ind)	-nan(ind)
1119	-nan(ind)	-nan(ind)
1120	-nan(ind)	-nan(ind)
1121	-nan(ind)	-nan(ind)
1122	-nan(ind)	-nan(ind)
1123	-nan(ind)	-nan(ind)
1124	-nan(ind)	-nan(ind)
1125	-nan(ind)	-nan(ind)
1126	-nan(ind)	-nan(ind)
1127	-nan(ind)	-nan(ind)
1128	-nan(ind)	-nan(ind)
1129	-nan(ind)	-nan(ind)
1130	-nan(ind)	-nan(ind)
1131	-nan(ind)	-nan(ind)
1132	-nan(ind)	-nan(ind)
1133	-nan(ind)	-nan(ind)
1134	-nan(ind)	-nan(ind)
1135	-nan(ind)	-nan(ind)
1136	-nan(ind)	-nan(ind)
1137	-nan(ind)	-nan(ind)
1138	-nan(ind)	-nan(ind)
1139	-nan(ind)	-nan(ind)
1140	-nan(ind)	-nan(ind)
1141	-nan(ind)	-nan(ind)
1142	-nan(ind)	-nan(ind)
1143	-nan(ind)	-nan(ind)
1144	-nan(ind)	-nan(ind)
1145	-nan(ind)	-nan(ind)
1146	-nan(ind)	-nan(ind)
1147	-nan(ind)	-nan(ind)
1148	-nan(ind)	-nan(ind)
1149	-nan(ind)	-nan(ind)
1150	-nan(ind)	-nan(ind)
1151	-nan(ind)	-nan(ind)
1152	-nan(ind)	-nan(ind)
1153	-nan(ind)	-nan(ind)
1154	-nan(ind)	-nan(ind)
1155	-nan(ind)	-nan(ind)
1156	-nan(ind)	-nan(ind)
1157	-nan(ind)	-nan(ind)
1158	-nan(ind)	-nan(ind)
1159	-nan(ind)	-nan(ind)
1160	-nan(ind)	-nan(ind)
1161	-nan(ind)	-nan(ind)
1162	-nan(ind)	-nan(ind)
1163	-nan(ind)	-nan(ind)
1164	-nan(ind)	-nan(ind)
1165	-nan(ind)	-nan(ind)
1166	-nan(ind)	-nan(ind)
1167	-nan(ind)	-nan(ind)
1168	-nan(ind)	-nan(ind)
1169	-nan(ind)	-nan(ind)
1170	-nan(ind)	-nan(ind)
1171	-nan(ind)	-nan(ind)
1172	-nan(ind)	-nan(ind)
1173	-nan(ind)	-nan(ind)
1174	-nan(ind)	-nan(ind)
1175	-nan(ind)	-nan(ind)
1176	-nan(ind)	-nan(ind)
1177	-nan(ind)	-nan(ind)
1178	-nan(ind)	-nan(ind)
1179	-nan(ind)	-nan(ind)
1180	-nan(ind)	-nan(ind)
1181	-nan(ind)	-nan(ind)
1182	-nan(ind)	-nan(ind)
1183	-nan(ind)	-nan(ind)
1184	-nan(ind)	-nan(ind)
1185	-nan(ind)	-nan(ind)
1186	-nan(ind)	-nan(ind)
1187	-nan(ind)	-nan(ind)
1188	-nan(ind)	-nan(ind)
1189	-nan(ind)	-nan(ind)
1190	-nan(ind)	-nan(ind)
1191	-nan(ind)	-nan(ind)
1192	-nan(ind)	-nan(ind)
1193	-nan(ind)	-nan(ind)
1194	-nan(ind)	-nan(ind)
1195	-nan(ind)	-nan(ind)
1196	-nan(ind)	-nan(ind)
1197	-nan(ind)	-nan(ind)
1198	-nan(ind)	-nan(ind)
1199	-nan(ind)	-nan(ind)
1200	-nan(ind)	-nan(ind)
1201	-nan(ind)	-nan(ind)
1202	-nan(ind)	-nan(ind)
1203	-nan(ind)	-nan(ind)
1204	-nan(ind)	-nan(ind)
1205	-nan(ind)	-nan(ind)
1206	-nan(ind)	-nan(ind)
1207	-nan(ind)	-nan(ind)
1208	-nan(ind)	-nan(ind)
1209	-nan(ind)	-nan(ind)
1210	-nan(ind)	-nan(ind)
1211	-nan(ind)	-nan(ind)
1212	-nan(ind)	-nan(ind)
1213	-nan(ind)	-nan(ind)
1214	-nan(ind)	-nan(ind)
1215	-nan(ind)	-nan(ind)
1216	-nan(ind)	-nan(ind)
1217	-nan(ind)	-nan(ind)
1218	-nan(ind)	-nan(ind)
1219	-nan(ind)	-nan(ind)
1220	-nan(ind)	-nan(ind)
1221	-nan(ind)	-nan(ind)
1222	-nan(ind)	-nan(ind)
1223	-nan(ind)	-nan(ind)
1224	-nan(ind)	-nan(ind)
1225	-nan(ind)	-nan(ind)
1226	-nan(ind)	-nan(ind)
1227	-nan(ind)	-nan(ind)
1228	-nan(ind)	-nan(ind)
1229	-nan(ind)	-nan(ind)
1230	-nan(ind)	-nan(ind)
1231	-nan(ind)	-nan(ind)
1232	-nan(ind)	-nan(ind)
1233	-nan(ind)	-nan(ind)
1234	-nan(ind)	-nan(ind)
1235	-nan(ind)	-nan(ind)
1236	-nan(ind)	-nan(ind)
1237	-nan(ind)	-nan(ind)
1238	-nan(ind)	-nan(ind)
1239	-nan(ind)	-nan(ind)
1240	-nan(ind)	-nan(ind)
1241	-nan(ind)	-nan(ind)
1242	-nan(ind)	-nan(ind)
1243	-nan(ind)	-nan(ind)
1244	-nan(ind)	-nan(ind)
1245	-nan(ind)	-nan(ind)
1246	-nan(ind)	-nan(ind)
1247	-nan(ind)	-nan(ind)
1248	-nan(ind)	-nan(ind)
1249	-nan(ind)	-nan(ind)
1250	-nan(ind)	-nan(ind)
1251	-nan(ind)	-nan(ind)
1252	-nan(ind)	-nan(ind)
1253	-nan(ind)	-nan(ind)
1254	-nan(ind)	-nan(ind)
1255	-nan(ind)	-nan(ind)
1256	-nan(ind)	-nan(ind)
1257	-nan(ind)	-nan(ind)
1258	-nan(ind)	-nan(ind)
1259	-nan(ind)	-nan(ind)
1260	-nan(ind)	-nan(ind)
1261	-nan(ind)	-nan(ind)
1262	-nan(ind)	-nan(ind)
1263	-nan(ind)	-nan(ind)
1264	-nan(ind)	-nan(ind)
1265	-nan(ind)	-nan(ind)
1266	-nan(ind)	-nan(ind)
1267	-nan(ind)	-nan(ind)
1268	-nan(ind)	-nan(ind)
1269	-nan(ind)	-nan(ind)
1270	-nan(ind)	-nan(ind)
1271	-nan(ind)	-nan(ind)
1272	-nan(ind)	-nan(ind)
1273	-nan(ind)	-nan(ind)
1274	-nan(ind)	-nan(ind)
1275	-nan(ind)	-nan(ind)
1276	-nan(ind)	-nan(ind)
1277	-nan(ind)	-nan(ind)
1278	-nan(ind)	-nan(ind)
1279	-nan(ind)	-nan(ind)
1280	-nan(ind)	-nan(ind)
1281	-nan(ind)	-nan(ind)
1282	-nan(ind)	-nan(ind)
1283	-nan(ind)	-nan(ind)
1284	-nan(ind)	-nan(ind)
1285	-nan(ind)	-nan(ind)
1286	-nan(ind)	-nan(ind)
1287	-nan(ind)	-nan(ind)
1288	-nan(ind)	-nan(ind)
1289	-nan(ind)	-nan(ind)
1290	-nan(ind)	-nan(ind)
1291	-nan(ind)	-nan(ind)
1292	-nan(ind)	-nan(ind)
1293	-nan(ind)	-nan(ind)
1294	-nan(ind)	-nan(ind)
1295	-nan(ind)	-nan(ind)
1296	-nan(ind)	-nan(ind)
1297	-nan(ind)	-nan(ind)
1298	-nan(ind)	-nan(ind)
1299	-nan(ind)	-nan(ind)
1300	-nan(ind)	-nan(ind)
1301	-nan(ind)	-nan(ind)
1302	-nan(ind)	-nan(ind)
1303	-nan(ind)	-nan(ind)
1304	-nan(ind)	-nan(ind)
1305	-nan(ind)	-nan(ind)
1306	-nan(ind)	-nan(ind)
1307	-nan(ind)	-nan(ind)
1308	-nan(ind)	-nan(ind)
1309	-nan(ind)	-nan(ind)
1310	-nan(ind)	-nan(ind)
1311	-nan(ind)	-nan(ind)
1312	-nan(ind)	-nan(ind)
1313	-nan(ind)	-nan(ind)
1314	-nan(ind)	-nan(ind)
1315	-nan(ind)	-nan(ind)
1316	-nan(ind)	-nan(ind)
1317	-nan(ind)	-nan(ind)
1318	-nan(ind)	-nan(ind)
1319	-nan(ind)	-nan(ind)
1320	-nan(ind)	-nan(ind)
1321	-nan(ind)	-nan(ind)
1322	-nan(ind)	-nan(ind)
1323	-nan(ind)	-nan(ind)
1324	-nan(ind)	-nan(ind)
1325	-nan(ind)	-nan(ind)
1326	-nan(ind)	-nan(ind)
1327	-nan(ind)	-nan(ind)
1328	-nan(ind)	-nan(ind)
1329	-nan(ind)	-nan(ind)
1330	-nan(ind)	-nan(ind)
1331	-nan(ind)	-nan(ind)
1332	-nan(ind)	-nan(ind)
1333	-nan(ind)	-nan(ind)
1334	-nan(ind)	-nan(ind)
1335	-nan(ind)	-nan(ind)
1336	-nan(ind)	-nan(ind)
1337	-nan(ind)	-nan(ind)
1338	-nan(ind)	-nan(ind)
1339	-nan(ind)	-nan(ind)
1340	-nan(ind)	-nan(ind)
1341	-nan(ind)	-nan(ind)
1342	-nan(ind)	-nan(ind)
1343	-nan(ind)	-nan(ind)
1344	-nan(ind)	-nan(ind)
1345	-nan(ind)	-nan(ind)
1346	-nan(ind)	-nan(ind)
1347	-nan(ind)	-nan(ind)
1348	-nan(ind)	-nan(ind)
1349	-nan(ind)	-nan(ind)
1350	-nan(ind)	-nan(ind)
1351	-nan(ind)	-nan(ind)
1352	-nan(ind)	-nan(ind)
1353	-nan(ind)	-nan(ind)
1354	-nan(ind)	-nan(ind)
1355	-nan(ind)	-nan(ind)
1356	-nan(ind)	-nan(ind)
1357	-nan(ind)	-nan(ind)
1358	-nan(ind)	-nan(ind)
1359	-nan(ind)	-nan(ind)
1360	-nan(ind)	-nan(ind)
1361	-nan(ind)	-nan(ind)
1362	-nan(ind)	-nan(ind)
1363	-nan(ind)	-nan(ind)
1364	-nan(ind)	-nan(ind)
1365	-nan(ind)	-nan(ind)
1366	-nan(ind)	-nan(ind)
1367	-nan(ind)	-nan(ind)
1368	-nan(ind)	-nan(ind)
1369	-nan(ind)	-nan(ind)
1370	-nan(ind)	-nan(ind)
1371	-nan(ind)	-nan(ind)
1372	-nan(ind)	-nan(ind)
1373	-nan(ind)	-nan(ind)
1374	-nan(ind)	-nan(ind)
1375	-nan(ind)	-nan(ind)
1376	-nan(ind)	-nan(ind)
1377	-nan(ind)	-nan(ind)
1378	-nan(ind)	-nan(ind)
1379	-nan(ind)	-nan(ind)
1380	-nan(ind)	-nan(ind)
1381	-nan(ind)	-nan(ind)
1382	-nan(ind)	-nan(ind)
1383	-nan(ind)	-nan(ind)
1384	-nan(ind)	-nan(ind)
1385	-nan(ind)	-nan(ind)
1386	-nan(ind)	-nan(ind)
1387	-nan(ind)	-nan(ind)
1388	-nan(ind)	-nan(ind)
1389	-nan(ind)	-nan(ind)
1390	-nan(ind)	-nan(ind)
1391	-nan(ind)	-nan(ind)
1392	-nan(ind)	-nan(ind)
1393	-nan(ind)	-nan(ind)
1394	-nan(ind)	-nan(ind)
1395	-nan(ind)	-nan(ind)
1396	-nan(ind)	-nan(ind)
1397	-nan(ind)	-nan(ind)
1398	-nan(ind)	-nan(ind)
1399	-nan(ind)	-nan(ind)
1400	-nan(ind)	-nan(ind)
1401	-nan(ind)	-nan(ind)
1402	-nan(ind)	-nan(ind)
1403	-nan(ind)	-nan(ind)
1404	-nan(ind)	-nan(ind)
1405	-nan(ind)	-nan(ind)
1406	-nan(ind)	-nan(ind)
1407	-nan(ind)	-nan(ind)
1408	-nan(ind)	-nan(ind)
1409	-nan(ind)	-nan(ind)
1410	-nan(ind)	-nan(ind)
1411	-nan(ind)	-nan(ind)
1412	-nan(ind)	-nan(ind)
1413	-nan(ind)	-nan(ind)
1414	-nan(ind)	-nan(ind)
1415	-nan(ind)	-nan(ind)
1416	-nan(ind)	-nan(ind)
1417	-nan(ind)	-nan(ind)
1418	-nan(ind)	-nan(ind)
1419	-nan(ind)	-nan(ind)
1420	-nan(ind)	-nan(ind)
1421	-nan(ind)	-nan(ind)
1422	-nan(ind)	-nan(ind)
1423	-nan(ind)	-nan(ind)
1424	-nan(ind)	-nan(ind)
1425	-nan(ind)	-nan(ind)
1426	-nan(ind)	-nan(ind)
1427	-nan(ind)	-nan(ind)
1428	-nan(ind)	-nan(ind)
1429	-nan(ind)	-nan(ind)
1430	-nan(ind)	-nan(ind)
1431	-nan(ind)	-nan(ind)
1432	-nan(ind)	-nan(ind)
1433	-nan(ind)	-nan(ind)
1434	-nan(ind)	-nan(ind)
1435	-nan(ind)	-nan(ind)
1436	-nan(ind)	-nan(ind)
1437	-nan(ind)	-nan(ind)
1438	-nan(ind)	-nan(ind)
1439	-nan(ind)	-nan(ind)
1440	-nan(ind)	-nan(ind)
1441	-nan(ind)	-nan(ind)
1442	-nan(ind)	-nan(ind)
1443	-nan(ind)	-nan(ind)
1444	-nan(ind)	-nan(ind)
1445	-nan(ind)	-nan(ind)
1446	-nan(ind)	-nan(ind)
1447	-nan(ind)	-nan(ind)
1448	-nan(ind)	-nan(ind)
1449	-nan(ind)	-nan(ind)
1450	-nan(ind)	-nan(ind)
1451	-nan(ind)	-nan(ind)
1452	-nan(ind)	-nan(ind)
1453	-nan(ind)	-nan(ind)
1454	-nan(ind)	-nan(ind)
1455	-nan(ind)	-nan(ind)
1456	-nan(ind)	-nan(ind)
1457	-nan(ind)	-nan(ind)
1458	-nan(ind)	-nan(ind)
1459	-nan(ind)	-nan(ind)
1460	-nan(ind)	-nan(ind)
1461	-nan(ind)	-nan(ind)
1462	-nan(ind)	-nan(ind)
1463	-nan(ind)	-nan(ind)
1464	-nan(ind)	-nan(ind)
1465	-nan(ind)	-nan(ind)
1466	-nan(ind)	-nan(ind)
1467	-nan(ind)	-nan(ind)
1468	-nan(ind)	-nan(ind)
1469	-nan(ind)	-nan(ind)
1470	-nan(ind)	-nan(ind)
1471	-nan(ind)	-nan(ind)
1472	-nan(ind)	-nan(ind)
1473	-nan(ind)	-nan(ind)
1474	-nan(ind)	-nan(ind)
1475	-nan(ind)	-nan(ind)
1476	-nan(ind)	-nan(ind)
1477	-nan(ind)	-nan(ind)
1478	-nan(ind)	-nan(ind)
1479	-nan(ind)	-nan(ind)
1480	-nan(ind)	-nan(ind)
1481	-nan(ind)	-nan(ind)
1482	-nan(ind)	-nan(ind)
1483	-nan(ind)	-nan(ind)
1484	-nan(ind)	-nan(ind)
1485	-nan(ind)	-nan(ind)
1486	-nan(ind)	-nan(ind)
1487	-nan(ind)	-nan(ind)
1488	-nan(ind)	-nan(ind)
1489	-nan(ind)	-nan(ind)
1490	-nan(ind)	-nan(ind)
1491	-nan(ind)	-nan(ind)
1492	-nan(ind)	-nan(ind)
1493	-nan(ind)	-nan(ind)
1494	-nan(ind)	-nan(ind)
1495	-nan(ind)	-nan(ind)
1496	-nan(ind)	-nan(ind)
1497	-nan(ind)	-nan(ind)
1498	-nan(ind)	-nan(ind)
1499	-nan(ind)	-nan(ind)
1500	-nan(ind)	-nan(ind)
1501	-nan(ind)	-nan(ind)
1502	-nan(ind)	-nan(ind)
1503	-nan(ind)	-nan(ind)
1504	-nan(ind)	-nan(ind)
1505	-nan(ind)	-nan(ind)
1506	-nan(ind)	-nan(ind)
1507	-nan(ind)	-nan(ind)
1508	-nan(ind)	-nan(ind)
1509	-nan(ind)	-nan(ind)
1510	-nan(ind)	-nan(ind)
1511	-nan(ind)	-nan(ind)
1512	-nan(ind)	-nan(ind)
1513	-nan(ind)	-nan(ind)
1514	-nan(ind)	-nan(ind)
1515	-nan(ind)	-nan(ind)
1516	-nan(ind)	-nan(ind)
1517	-nan(ind)	-nan(ind)
1518	-nan(ind)	-nan(ind)
1519	-nan(ind)	-nan(ind)
1520	-nan(ind)	-nan(ind)
1521	-nan(ind)	-nan(ind)
1522	-nan(ind)	-nan(ind)
